refYear,refMonth,origin,tonnes,share_pct
2025,6,United Arab Emirates,438445.52554299997,5.495083090156864
2025,7,India,736438.6410109999,8.983557014283344
2025,7,Kuwait,1831454.512868,22.341272061483874
2025,7,Other,2280248.9209729997,27.815957837569584
2025,7,Russian Federation,29875.434,0.36443995428731213
2025,7,Saudi Arabia,1410472.2903,17.205857394421532
2025,7,USA,1356468.977758,16.54708990156536
2025,7,United Arab Emirates,552669.84436,6.7418258363889985
2025,8,India,713270.026356,8.70104380870947
2025,8,Kuwait,1487495.944,18.145676806502713
2025,8,Other,2380328.078005,29.037164216242406
2025,8,Russian Federation,59947.175,0.7312840531771289
2025,8,Saudi Arabia,1468521.1292309999,17.914206692146877
2025,8,USA,1465218.3062459999,17.873916190060708
2025,8,United Arab Emirates,622741.86877,7.596708233160698
2025,9,India,842490.771945,11.100539555160431
2025,9,Kuwait,966363.706,12.732671858659506
2025,9,Other,2455548.418857,32.35395954569963
2025,9,Russian Federation,74743.346,0.984807782336406
2025,9,Saudi Arabia,1393341.9202150002,18.358476572393265
2025,9,USA,1182173.705598,15.576153967556895
2025,9,United Arab Emirates,674976.16437,8.893390718193874
2025,10,India,1162891.8268169998,14.66250379498276
2025,10,Kuwait,1469747.72488,18.53154446248555
2025,10,Other,1979539.9556320005,24.959339675831924
2025,10,Russian Federation,32891.637,0.41471935842540675
2025,10,Saudi Arabia,1448957.0373200001,18.26940182099567
2025,10,USA,1589339.127406,20.03943139826735
2025,10,United Arab Emirates,247691.69067,3.1230594890113466
2025,11,India,1129467.9984189998,16.162047108096203
2025,11,Kuwait,849223.96747,12.151913809675595
2025,11,Other,2450670.8404860003,35.0677111930701
2025,11,Russian Federation,82.004,0.0011734307770627547
2025,11,Saudi Arabia,1272596.786205,18.210138965466285
2025,11,USA,715710.837313,10.24141656480694
2025,11,United Arab Emirates,570644.462025,8.165598928107816
2025,12,India,893551.902849,12.61578851145243
2025,12,Kuwait,1299983.098,18.354067380462176
2025,12,Other,2101188.602496,29.666045080588226
2025,12,Russian Federation,61645.08,0.8703482020148399
2025,12,Saudi Arabia,978642.7467449999,13.81716034830963
2025,12,USA,1432986.393546,20.23190060154826
2025,12,United Arab Emirates,314808.788395,4.444689875624436
2026,1,India,204002.715588,5.491707953235118
2026,1,Kuwait,434101.37106,11.685912832528501
2026,1,Other,1129680.180705,30.410740440921185
2026,1,Russian Federation,9.545,0.00025694928747660553
2026,1,Saudi Arabia,1034938.52528,27.860316045341527
2026,1,USA,658559.725764,17.728282063472868
2026,1,United Arab Emirates,253448.72990799998,6.822783715213331
2026,2,India,265795.71608,5.692211763050481
2026,2,Kuwait,735741.0832999999,15.756439233427106
2026,2,Other,1313274.943152,28.124753813862398
2026,2,Russian Federation,62.403,0.0013364063796375359
2026,2,Saudi Arabia,1093208.666661,23.411871807458056
2026,2,USA,1138659.844862,24.385242390761082
2026,2,United Arab Emirates,122720.23618,2.62814458506125
2026,3,India,273455.92156,4.713671892106975
2026,3,Kuwait,1062930.18127,18.322163550681207
2026,3,Other,1695580.8565579997,29.227422755218946
2026,3,Russian Federation,0.002,3.447482040408278e-08
2026,3,Saudi Arabia,1193831.21976,20.578558447006543
2026,3,USA,1111898.9913370002,19.16625901691194
2026,3,United Arab Emirates,463638.342995,7.991924303599579
2026,4,India,66638.698907,1.9239708397327562
2026,4,Kuwait,322024.239,9.297379085804002
2026,4,Other,1230977.061714,35.54036933438481
2026,4,Russian Federation,0.0,0.0
2026,4,Saudi Arabia,763521.2542950001,22.044137308711015
2026,4,USA,1041923.9989939999,30.08209079951924
2026,4,United Arab Emirates,38517.08091,1.1120526318481714
2026,5,India,1565.20767,0.05339901802968379
2026,5,Kuwait,92066.005,3.1409469523721145
2026,5,Other,1100472.5329230002,37.543997357697
2026,5,Russian Federation,43.0,0.001466998801044978
2026,5,Saudi Arabia,288588.669,9.845563521352696
2026,5,USA,1333743.403858,45.50232498514729
2026,5,United Arab Emirates,114675.58804,3.9123011666001815
2026,6,India,108.17,0.05031858099871112
2026,6,Kuwait,0.0,0.0
2026,6,Other,214692.03,99.87055839264785
2026,6,Russian Federation,0.0,0.0
2026,6,Saudi Arabia,0.0,0.0
2026,6,USA,113.554,0.05282311312496665
2026,6,United Arab Emirates,56.537,0.026299913228474907
